Timestamp(ms),Current(uA),D0-D7
115.28,93133.25,11111111
115.29,94673.953,11111111
115.3,93903.57,11111111
115.31,94673.953,11111111
115.32,93133.25,11111111
115.33,93903.57,11111111
115.34,91592.789,11111111
115.35,93903.57,11111111
115.36,93903.57,11111111
115.37,90822.648,11111111
115.38,94673.953,11111111
115.39,92362.992,11111111
115.4,93903.57,11111111
115.41,93133.25,11111111
115.42,93133.25,11111111
115.43,92362.992,11111111
115.44,96214.898,11111111
115.45,94673.953,11111111
115.46,93903.57,11111111
115.47,93903.57,11111111
115.48,90822.648,11111111
115.49,93903.57,11111111
115.5,96214.898,11111111
115.51,93903.57,11111111
115.52,94673.953,11111111
115.53,93133.25,11111111
115.54,93903.57,11111111
115.55,93133.25,11111111
115.56,93133.25,11111111
115.57,93133.25,11111111
115.58,92362.992,11111111
115.59,93133.25,11111111
115.6,92362.992,11111111
115.61,93133.25,11111111
115.62,94673.953,11111111
115.63,95444.398,11111111
115.64,92362.992,11111111
115.65,93903.57,11111111
115.66,93903.57,11111111
115.67,94673.953,11111111
115.68,93903.57,11111111
115.69,93903.57,11111111
115.7,95444.398,11111111
115.71,94673.953,11111111
115.72,92362.992,11111111
115.73,94673.953,11111111
115.74,95444.398,11111111
115.75,93903.57,11111111
115.76,94673.953,11111111
115.77,94673.953,11111111
115.78,93903.57,11111111
115.79,96214.898,11111111
115.8,92362.992,11111111
115.81,92362.992,11111111
115.82,93133.25,11111111
115.83,92362.992,11111111
115.84,92362.992,11111111
115.85,96214.898,11111111
115.86,94673.953,11111111
115.87,91592.789,11111111
115.88,91592.789,11111111
115.89,92362.992,11111111
115.9,93133.25,11111111
115.91,92362.992,11111111
115.92,94673.953,11111111
115.93,92362.992,11111111
115.94,95444.398,11111111
115.95,92362.992,11111111
115.96,95444.398,11111111
115.97,93903.57,11111111
115.98,94673.953,11111111
115.99,94673.953,11111111
116,93133.25,11111111
116.01,94673.953,11111111
116.02,92362.992,11111111
116.03,93133.25,11111111
116.04,93903.57,11111111
116.05,92362.992,11111111
116.06,93903.57,11111111
116.07,93133.25,11111111
116.08,92362.992,11111111
116.09,92362.992,11111111
116.1,94673.953,11111111
116.11,93133.25,11111111
116.12,94673.953,11111111
116.13,92362.992,11111111
116.14,93133.25,11111111
116.15,96214.898,11111111
116.16,94673.953,11111111
116.17,93133.25,11111111
116.18,96985.469,11111111
116.19,93133.25,11111111
116.2,92362.992,11111111
116.21,93903.57,11111111
116.22,93903.57,11111111
116.23,93133.25,11111111
116.24,94673.953,11111111
116.25,90822.648,11111111
116.26,92362.992,11111111
116.27,93133.25,11111111
116.28,94673.953,11111111
116.29,92362.992,11111111
116.3,95444.398,11111111
116.31,94673.953,11111111
116.32,93133.25,11111111
116.33,92362.992,11111111
116.34,91592.789,11111111
116.35,92362.992,11111111
116.36,94673.953,11111111
116.37,90822.648,11111111
116.38,90822.648,11111111
116.39,90052.57,11111111
116.4,94673.953,11111111
116.41,93133.25,11111111
116.42,93133.25,11111111
116.43,93903.57,11111111
116.44,93133.25,11111111
116.45,93133.25,11111111
116.46,91592.789,11111111
116.47,94673.953,11111111
116.48,93133.25,11111111
116.49,90822.648,11111111
116.5,93133.25,11111111
116.51,92362.992,11111111
116.52,94673.953,11111111
116.53,93133.25,11111111
116.54,93903.57,11111111
116.55,92362.992,11111111
116.56,92362.992,11111111
116.57,92362.992,11111111
116.58,93133.25,11111111
116.59,96214.898,11111111
116.6,93903.57,11111111
116.61,93903.57,11111111
116.62,93903.57,11111111
116.63,93133.25,11111111
116.64,90822.648,11111111
116.65,93133.25,11111111
116.66,93903.57,11111111
116.67,93903.57,11111111
116.68,90822.648,11111111
116.69,94673.953,11111111
116.7,94673.953,11111111
116.71,90822.648,11111111
116.72,93133.25,11111111
116.73,93133.25,11111111
116.74,93903.57,11111111
116.75,93903.57,11111111
116.76,91592.789,11111111
116.77,93133.25,11111111
116.78,94673.953,11111111
116.79,95444.398,11111111
116.8,96214.898,11111111
116.81,94673.953,11111111
116.82,95444.398,11111111
116.83,95444.398,11111111
116.84,94673.953,11111111
116.85,100839.203,11111111
116.86,93903.57,11111111
116.87,93903.57,11111111
116.88,92362.992,11111111
116.89,94673.953,11111111
116.9,90822.648,11111111
116.91,90822.648,11111111
116.92,93903.57,11111111
116.93,90822.648,11111111
116.94,91592.789,11111111
116.95,94673.953,11111111
116.96,93133.25,11111111
116.97,92362.992,11111111
116.98,93133.25,11111111
116.99,93133.25,11111111
117,93903.57,11111111
117.01,93903.57,11111111
117.02,93903.57,11111111
117.03,92362.992,11111111
117.04,93133.25,11111111
117.05,95444.398,11111111
117.06,94673.953,11111111
117.07,91592.789,11111111
117.08,93133.25,11111111
117.09,89282.555,11111111
117.1,92362.992,11111111
117.11,92362.992,11111111
117.12,96985.469,11111111
117.13,92362.992,11111111
117.14,93903.57,11111111
117.15,96985.469,11111111
117.16,91592.789,11111111
117.17,90822.648,11111111
117.18,90822.648,11111111
117.19,93903.57,11111111
117.2,93903.57,11111111
117.21,93903.57,11111111
117.22,94673.953,11111111
117.23,92362.992,11111111
117.24,93903.57,11111111
117.25,93133.25,11111111
117.26,93133.25,11111111
117.27,90822.648,11111111
117.28,95444.398,11111111
117.29,93903.57,11111111
117.3,93903.57,11111111
117.31,93133.25,11111111
117.32,91592.789,11111111
117.33,92362.992,11111111
117.34,90822.648,11111111
117.35,92362.992,11111111
117.36,93133.25,11111111
117.37,92362.992,11111111
117.38,92362.992,11111111
117.39,93133.25,11111111
117.4,93133.25,11111111
117.41,91592.789,11111111
117.42,94673.953,11111111
117.43,94673.953,11111111
117.44,93903.57,11111111
117.45,92362.992,11111111
117.46,93133.25,11111111
117.47,93133.25,11111111
117.48,95444.398,11111111
117.49,91592.789,11111111
117.5,90822.648,11111111
117.51,93903.57,11111111
117.52,92362.992,11111111
117.53,92362.992,11111111
117.54,93133.25,11111111
117.55,94673.953,11111111
117.56,94673.953,11111111
117.57,92362.992,11111111
117.58,91592.789,11111111
117.59,92362.992,11111111
117.6,93133.25,11111111
117.61,93903.57,11111111
117.62,90822.648,11111111
117.63,93903.57,11111111
117.64,93133.25,11111111
117.65,96214.898,11111111
117.66,91592.789,11111111
117.67,93903.57,11111111
117.68,93903.57,11111111
117.69,91592.789,11111111
117.7,91592.789,11111111
117.71,90822.648,11111111
117.72,93133.25,11111111
117.73,93133.25,11111111
117.74,93903.57,11111111
117.75,92362.992,11111111
117.76,92362.992,11111111
117.77,90822.648,11111111
117.78,93133.25,11111111
117.79,92362.992,11111111
117.8,93133.25,11111111
117.81,93903.57,11111111
117.82,93133.25,11111111
117.83,93903.57,11111111
117.84,93903.57,11111111
117.85,91592.789,11111111
117.86,92362.992,11111111
117.87,94673.953,11111111
117.88,93903.57,11111111
117.89,93133.25,11111111
117.9,90822.648,11111111
117.91,94673.953,11111111
117.92,93133.25,11111111
117.93,93133.25,11111111
117.94,94673.953,11111111
117.95,93903.57,11111111
117.96,93903.57,11111111
117.97,93133.25,11111111
117.98,94673.953,11111111
117.99,92362.992,11111111
118,94673.953,11111111
118.01,93903.57,11111111
118.02,91592.789,11111111
118.03,93903.57,11111111
118.04,92362.992,11111111
118.05,92362.992,11111111
118.06,93903.57,11111111
118.07,93133.25,11111111
118.08,90052.57,11111111
118.09,94673.953,11111111
118.1,96214.898,11111111
118.11,93133.25,11111111
118.12,93133.25,11111111
118.13,93903.57,11111111
118.14,93903.57,11111111
118.15,92362.992,11111111
118.16,90822.648,11111111
118.17,93903.57,11111111
118.18,93133.25,11111111
118.19,92362.992,11111111
118.2,90052.57,11111111
118.21,92362.992,11111111
118.22,94673.953,11111111
118.23,92362.992,11111111
118.24,91592.789,11111111
118.25,93133.25,11111111
118.26,92362.992,11111111
118.27,92362.992,11111111
118.28,94673.953,11111111
118.29,92362.992,11111111
118.3,90052.57,11111111
118.31,93903.57,11111111
118.32,91592.789,11111111
118.33,92362.992,11111111
118.34,91592.789,11111111
118.35,92362.992,11111111
118.36,90822.648,11111111
118.37,94673.953,11111111
118.38,90822.648,11111111
118.39,95444.398,11111111
118.4,93133.25,11111111
118.41,96214.898,11111111
118.42,94673.953,11111111
118.43,93133.25,11111111
118.44,92362.992,11111111
118.45,92362.992,11111111
118.46,94673.953,11111111
118.47,91592.789,11111111
118.48,93903.57,11111111
118.49,93133.25,11111111
118.5,93903.57,11111111
118.51,92362.992,11111111
118.52,93903.57,11111111
118.53,91592.789,11111111
118.54,93133.25,11111111
118.55,94673.953,11111111
118.56,91592.789,11111111
118.57,92362.992,11111111
118.58,94673.953,11111111
118.59,94673.953,11111111
118.6,95444.398,11111111
118.61,94673.953,11111111
118.62,93903.57,11111111
118.63,93133.25,11111111
118.64,92362.992,11111111
118.65,91592.789,11111111
118.66,93903.57,11111111
118.67,93903.57,11111111
118.68,93903.57,11111111
118.69,93903.57,11111111
118.7,93903.57,11111111
118.71,93903.57,11111111
118.72,93903.57,11111111
118.73,93133.25,11111111
118.74,93903.57,11111111
118.75,93133.25,11111111
118.76,94673.953,11111111
118.77,92362.992,11111111
118.78,92362.992,11111111
118.79,95444.398,11111111
118.8,95444.398,11111111
118.81,92362.992,11111111
118.82,97756.094,11111111
118.83,97756.094,11111111
118.84,96214.898,11111111
118.85,96985.469,11111111
118.86,93903.57,11111111
118.87,96214.898,11111111
118.88,95444.398,11111111
118.89,92362.992,11111111
118.9,94673.953,11111111
118.91,92362.992,11111111
118.92,93903.57,11111111
118.93,90822.648,11111111
118.94,92362.992,11111111
118.95,94673.953,11111111
118.96,93133.25,11111111
118.97,92362.992,11111111
118.98,93133.25,11111111
118.99,90052.57,11111111
119,91592.789,11111111
119.01,92362.992,11111111
119.02,94673.953,11111111
119.03,92362.992,11111111
119.04,90822.648,11111111
119.05,92362.992,11111111
119.06,94673.953,11111111
119.07,90822.648,11111111
119.08,90822.648,11111111
119.09,93133.25,11111111
119.1,92362.992,11111111
119.11,90822.648,11111111
119.12,92362.992,11111111
119.13,91592.789,11111111
119.14,93133.25,11111111
119.15,96985.469,11111111
119.16,92362.992,11111111
119.17,94673.953,11111111
119.18,93133.25,11111111
119.19,92362.992,11111111
119.2,94673.953,11111111
119.21,90052.57,11111111
119.22,90822.648,11111111
119.23,93133.25,11111111
119.24,92362.992,11111111
119.25,94673.953,11111111
119.26,92362.992,11111111
119.27,94673.953,11111111
119.28,93133.25,11111111
119.29,92362.992,11111111
119.3,92362.992,11111111
119.31,92362.992,11111111
119.32,93133.25,11111111
119.33,93903.57,11111111
119.34,90822.648,11111111
119.35,93903.57,11111111
119.36,93133.25,11111111
119.37,91592.789,11111111
119.38,92362.992,11111111
119.39,94673.953,11111111
119.4,93903.57,11111111
119.41,93133.25,11111111
119.42,91592.789,11111111
119.43,93133.25,11111111
119.44,93903.57,11111111
119.45,93133.25,11111111
119.46,94673.953,11111111
119.47,93133.25,11111111
119.48,93133.25,11111111
119.49,93133.25,11111111
119.5,92362.992,11111111
119.51,93903.57,11111111
119.52,93903.57,11111111
119.53,92362.992,11111111
119.54,94673.953,11111111
119.55,94673.953,11111111
119.56,94673.953,11111111
119.57,92362.992,11111111
119.58,92362.992,11111111
119.59,92362.992,11111111
119.6,92362.992,11111111
119.61,92362.992,11111111
119.62,92362.992,11111111
119.63,93903.57,11111111
119.64,94673.953,11111111
119.65,90822.648,11111111
119.66,93133.25,11111111
119.67,92362.992,11111111
119.68,90822.648,11111111
119.69,90822.648,11111111
119.7,90822.648,11111111
119.71,94673.953,11111111
119.72,94673.953,11111111
119.73,92362.992,11111111
119.74,90822.648,11111111
119.75,94673.953,11111111
119.76,90822.648,11111111
119.77,93133.25,11111111
119.78,91592.789,11111111
119.79,92362.992,11111111
119.8,90822.648,11111111
119.81,94673.953,11111111
119.82,92362.992,11111111
119.83,93133.25,11111111
119.84,93903.57,11111111
119.85,93903.57,11111111
119.86,92362.992,11111111
119.87,93903.57,11111111
119.88,92362.992,11111111
119.89,93133.25,11111111
119.9,91592.789,11111111
119.91,91592.789,11111111
119.92,91592.789,11111111
119.93,93903.57,11111111
119.94,94673.953,11111111
119.95,90822.648,11111111
119.96,91592.789,11111111
119.97,94673.953,11111111
119.98,94673.953,11111111
119.99,93903.57,11111111
120,93903.57,11111111
120.01,90822.648,11111111
120.02,91592.789,11111111
120.03,90822.648,11111111
120.04,93903.57,11111111
120.05,90822.648,11111111
120.06,93133.25,11111111
